No,genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
84240,Jazz,Joe Lovano,Stella By Starlight,3hY3MPL9hAITPgVfiVlL5K,,0.926,0.581,347773,0.163,0.861,C,0.116,-16.612,Minor,0.0547,88.101,0.448
84241,Reggae,Steel Pulse,Your House,0czsQ1YOT71kdVfyFoTy3U,,0.057,0.707,222600,0.716,0.00000425,A#,0.36,-8.962,Minor,0.0879,154.118,0.966
84242,Rap,Chimbala,Tan Celoso,4qYLeFxZa6AY42pLuKgR6u,,0.26,0.853,162830,0.893,0.00369,C#,0.036,-3.002,Major,0.0604,125.052,0.734
84243,Rock,Tame Impala,Disciples,2gNfxysfBRfl9Lvi9T3v6R,,0.078,0.661,108547,0.869,0.924,F,0.398,-5.477,Major,0.0334,126.971,0.8
84244,R&B,Kaiit,OG Luv Kush pt.2,1ZF4GfGbh9501H2QEjnpkw,,0.0979,0.774,159010,0.372,0.0389,F#,0.109,-12.444,Major,0.302,89.967,0.258
84245,Alternative,Pearl Jam,Future Days,22sDLvlzAJzH0BHiMSOfRP,,0.417,0.539,262893,0.276,0,C#,0.0608,-12.364,Major,0.0276,106.947,0.179
84246,Hip-Hop,Wiz Khalifa,No Sleep,2kzRSiyignH8yzPTrWvyPo,,0.109,0.653,191320,0.711,0,A,0.443,-6.454,Major,0.0623,160.048,0.769
84247,Jazz,FloFilz,Bassment Jazz,0lse3G6jBMY9CtVOv7hV0r,,0.733,0.72,157378,0.682,0.0000633,A#,0.109,-8.246,Minor,0.145,86.996,0.569
84248,Soul,The Isley Brothers,Twist And Shout,0URp9jOJtiWKR1AfMGH2Qj,,0.65,0.774,155400,0.811,0,F,0.0736,-6.526,Major,0.0355,123.351,0.963
84249,Hip-Hop,2 Chainz,Rule The World (feat. Ariana Grande),1R6VwZ8TuHRzxZUxe88n4I,,0.158,0.592,245893,0.584,0.00000263,G#,0.132,-6.232,Minor,0.0893,88.073,0.447
84250,Reggaeton,Marko Silva,Una Vez Más,5zgsVJG1eeQdyzbPVXEcbt,,0.237,0.793,194779,0.479,0,F,0.108,-8.448,Major,0.108,142.005,0.764
84251,Dance,Twista,Wetter (Calling You Daddy),0gPPfRl1qmyEuWQJVD2EW0,,0.184,0.799,245827,0.708,0,G,0.163,-8.847,Major,0.118,123.292,0.648
84252,Alternative,Foo Fighters,The Line,7hlLPJo0pxh1jQUERqf5O2,,0.0000795,0.42,218240,0.9,0.000254,B,0.106,-7.268,Major,0.05,135.918,0.459
84253,Reggae,Ocean Alley,Holiday,5j3SzIBW2iIIm5aSwhsp2N,,0.066,0.763,192198,0.73,0.00000686,A,0.0939,-7.156,Minor,0.0303,119.976,0.659
84254,Dance,Vicetone,Angels - Radio Edit,0rCuRc07y6l1kPYj0JSRg5,,0.0335,0.527,214326,0.845,0.000127,C#,0.144,-3.721,Minor,0.121,128.023,0.554
84255,Hip-Hop,Joey Trap,Nemo,3djsRUewxHEw52AKr6k1O3,,0.00219,0.917,178000,0.37,0,F#,0.0974,-11.489,Major,0.234,94.997,0.819
84256,Folk,Novo Amor,Freehand,1oZmiKRWSmx0uXXF0AW5z3,,0.991,0.538,189280,0.116,0.875,C,0.335,-19.499,Major,0.034,87.991,0.148
84257,Folk,Daughter,Medicine,4TxJQDtvYHJcOBH6ONi6q2,,0.106,0.166,258973,0.298,0.206,D#,0.572,-12.439,Major,0.032,78.437,0.207
84258,Hip-Hop,Action Bronson,Dr. Kimble,0deIDdzX3P5svUOADWfWVu,,0.478,0.726,178286,0.763,0,F,0.335,-5.95,Minor,0.341,140.16,0.822
84259,Dance,Ansel Elgort,All I Think About Is You,354DcqfZLjPzNZlSfR6o2R,,0.0734,0.287,188187,0.759,0,C#,0.11,-4.666,Major,0.149,195.708,0.481
84260,Dance,3OH!3,STARSTRUKK (feat. KATYPERRY),1hBM2D1ULT3aeKuddSwPsK,,0.00175,0.607,202667,0.805,0,B,0.231,-5.579,Minor,0.0608,139.894,0.232
84261,Electronic,Lemon Jelly,Soft,51IRyQUsErmyq7ajncZtSq,,0.666,0.771,275907,0.495,0.0118,D#,0.107,-10.294,Minor,0.0334,102.705,0.242
84262,Hip-Hop,Rick Ross,MC Hammer,1nnEDoSsNqbUMolxXmxopa,,0.00552,0.688,298827,0.926,0,A,0.11,-3.628,Major,0.219,143.029,0.53
84263,R&B,Tink,On to the Next One,3nD2QlUawU2UJY5BqOsPdC,,0.0808,0.808,198276,0.557,0.000214,B,0.171,-9.339,Minor,0.0606,117.003,0.402
84264,Reggaeton,Tempo,Corito Sano,3EmsKd2oWEN2DjhCX2YNL4,,0.189,0.677,240006,0.513,0,B,0.282,-5.026,Minor,0.336,89.309,0.486
84265,Indie,Kings of Leon,Birthday,5L0AqUOKJmzDG3OAU5KZbE,,0.00568,0.573,195427,0.729,0.00728,B,0.396,-6.217,Minor,0.0415,119.232,0.665
84266,Dance,Kelly Clarkson,I Do Not Hook Up,2I5CPUnMIKjEXeg61OI9uV,,0.00098,0.502,200347,0.938,0,A,0.318,-3.114,Major,0.13,144.077,0.35
84267,Dance,Yolanda Be Cool,Dance and Chant,26LrcfQvosoKyUiLV0057Q,,0.000961,0.788,189677,0.864,0.609,B,0.103,-4.173,Minor,0.0496,123.998,0.825
84268,Pop,Adele,Remedy,7GgQi7JTG4b6J4iEF4RTjF,,0.891,0.396,245427,0.305,0,D,0.169,-6.481,Major,0.0387,165.398,0.251
84269,Alternative,Steven Curtis Chapman,Cinderella,1oj4KLsbYhvfHFnhdb3twP,,0.641,0.351,265253,0.447,0,A#,0.164,-7.737,Major,0.0315,103.03,0.305
84270,Alternative,Moloko,Sing It Back - Boris Dlugosch Mix,53qhh1kdcX4gRBShoW4LK8,,0.00698,0.761,278000,0.775,0.000543,D#,0.0512,-7.495,Minor,0.0339,123.017,0.966
84271,Alternative,Saliva,Always,7kpa6MWRrPaF3b6C0DgioK,,0.0122,0.363,231200,0.906,0,C#,0.172,-4.415,Major,0.0615,181.964,0.371
84272,Alternative,Electric Guest,Oh Devil,1kcfGBb6kSrGqNIMW7rAlB,,0.122,0.903,217587,0.532,0.0345,G,0.176,-7.188,Minor,0.0593,96.991,0.701
84273,Folk,Big Red Machine,Lyla,2hrSTIJbon36erteBlzPvy,,0.162,0.6,310760,0.753,0.606,E,0.152,-7.45,Major,0.0491,91.992,0.39
84274,R&B,Da Brat,What'chu Like,5d8woPn6sHRA6yPnnHnqSt,,0.017,0.879,221160,0.681,0,A#,0.0669,-8.951,Minor,0.24,99.974,0.817
84275,Hip-Hop,A Tribe Called Quest,Dis Generation,2Pp3QD3thPnk2kCxmu2MHK,,0.0674,0.739,213373,0.79,0,D,0.352,-5.307,Major,0.103,96.055,0.652
84276,Hip-Hop,Mustard,Hard Way (feat. Rae Sremmurd),6B1d6DVcimUHrKwlqJj1pZ,,0.0955,0.496,284099,0.56,0,A,0.15,-7.702,Major,0.418,86.104,0.441
84277,Alternative,White Zombie,Black Sunshine,0D7aPFnFa9qIVFpOJ1ZBTG,,0.00195,0.531,289133,0.921,0.148,A,0.225,-10.934,Major,0.0799,166.634,0.355
84278,Country,High Valley,Dear Life,6V647zWTLg2LcfzPzFljZA,,0.0179,0.554,195000,0.88,0,D,0.0862,-6.366,Major,0.0425,127.026,0.448
84279,Pop,Tonight Alive,Little Lion Man,7zXfy6kN7tOn3jxNRX1jW1,,0.00216,0.583,233147,0.705,0.0000984,F#,0.0962,-4.066,Major,0.0438,129.955,0.622
84280,Rap,blackbear,HIGH1X,5ThoPhPJPn36Wiap2LHon5,,0.0671,0.852,169786,0.384,0,C#,0.0852,-8.493,Major,0.0602,98.517,0.477
84281,Hip-Hop,Bryson Tiller,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,,0.344,0.538,249320,0.449,0,C#,0.157,-8.078,Major,0.0463,132.639,0.27
84282,Folk,Marty Robbins,Billy The Kid,7tnoflnylUKY7P7WKGj4n2,,0.678,0.526,139067,0.314,0,E,0.367,-10.658,Major,0.059,159.165,0.557
84283,Hip-Hop,Mustard,Dangerous World (feat. Travis Scott & YG),4pM4yFNLj3pTiNXOZsWYxf,,0.0735,0.812,165123,0.586,0,E,0.106,-6.505,Minor,0.0654,100.062,0.323
84284,Country,Peter Frampton,"Baby, I Love Your Way",3bhgNgvkuYUpvT3Aa8nobd,,0.614,0.749,309760,0.246,0.000138,C,0.0967,-12.847,Major,0.0383,132.153,0.308
84285,Indie,alt-J,Dancing in the Moonlight (It's Caught Me in Its Spotlight) - Recorded at Spotify Studios NYC,2fpfApt0LZiOWybYfRVXTB,,0.916,0.481,143966,0.164,0.145,D,0.16,-17.201,Major,0.0391,130.229,0.405
84286,Ska,La Mosca Tse-Tse,Todos Tenemos Un Amor,6SgkilvKX94WfXRbhr3RCu,,0.251,0.704,227800,0.814,0,C#,0.35,-4.752,Minor,0.0475,138.779,0.974
84287,Hip-Hop,Kid Cudi,Wounds,5ND2pMuoFVtT0Ocug5A4KT,,0.453,0.432,243560,0.391,0.379,G#,0.0991,-8.609,Major,0.0349,170.042,0.132
84288,Rap,El Alfa,Mi Mami,5NbmeIxqXL0MCT5VQDj5eZ,,0.465,0.839,185710,0.749,0.00202,B,0.0917,-6.345,Minor,0.167,94.972,0.442
84289,R&B,Ryan Beatty,Haircut,3UY4s7F4Ard3T6vm7xcJxQ,,0.731,0.779,216003,0.495,0.000332,G#,0.132,-7.621,Major,0.0381,128.992,0.546
84290,Hip-Hop,Cooliecut,Empty,6juVyvtP06MBOCG7XdidsM,,0.291,0.707,226286,0.488,0.000298,F#,0.126,-7.71,Major,0.293,139.89,0.43
84291,Hip-Hop,Lil Baby,Trap Star,2WGI4bWvEKOhnyWJYVzSg4,,0.0712,0.641,203480,0.429,0,C#,0.158,-9.622,Minor,0.134,72.993,0.0907
84292,Rock,Oasis,Wonderwall,4w7RuuQAVP0JXlAom3z1aC,,0.000714,0.41,258080,0.893,0,F#,0.202,-4.347,Minor,0.0342,174.648,0.688
84293,Dance,Prince Royce,Te Regalo el Mar,3o3yuejGF7oZuG4uFgNUDG,,0.143,0.803,243533,0.644,0,A,0.267,-6.267,Minor,0.0396,126.945,0.791
84294,Alternative,dvsn,P.O.V.,600OCZ1UO4sMpHO3F1E2jb,,0.03,0.812,216000,0.341,0.00729,F#,0.13,-8.688,Minor,0.0452,100.014,0.119
84295,Folk,The Paper Kites,Paint,2BOof6lYrGfz6BojJ0aeJd,,0.896,0.364,191773,0.308,0.00227,E,0.123,-13.052,Major,0.0402,73.331,0.389
84296,Country,Travis Tritt,Where Corn Don't Grow - 2006 Remastered Version,4AmRHIKO66e4LC6TTSPVTT,,0.148,0.573,212960,0.723,0.00223,E,0.315,-6.624,Major,0.0284,98.167,0.393
84297,Rap,Travis Scott,Watch (feat. Lil Uzi Vert & Kanye West),3DoBTwfr8yi2LN08SBpFkN,,0.0372,0.706,217405,0.559,0,E,0.379,-5.216,Minor,0.0416,78.534,0.252
84298,Rap,Juice WRLD,ON GOD (feat. Young Thug),572BChNcXOIvtfn2TGmTKc,,0.102,0.795,250272,0.712,0,F,0.123,-6.251,Minor,0.0663,146.01,0.327
84299,Country,C-Mob,Bump in the Night,25GVi0OcnE5TuCknAIzaFk,,0.00409,0.643,249333,0.694,0.0389,C#,0.255,-5.998,Major,0.266,79.95,0.132
84300,Hip-Hop,Death Grips,Eh,5pNYiMbnXm7UkewX2KhmyK,,0.143,0.716,172677,0.894,0.00000195,C,0.0991,-6.929,Major,0.3,151.989,0.645
84301,Reggae,Luciano,My People Rise,7IaOmvaGMKPweKNksY0g7e,,0.201,0.728,241255,0.806,0,E,0.0452,-3.514,Minor,0.183,159.926,0.79
84302,Alternative,Orbital,Halcyon and On and On,5xcunlfaZvD9BDQsLONI7A,,0.0953,0.577,567107,0.729,0.928,B,0.184,-14.376,Minor,0.0319,126.988,0.177
84303,Rock,Easton Corbin,Clockwork,2ieTFoBjqGVw8SfT4OSwVJ,,0.0423,0.593,189440,0.629,0,C,0.143,-4.85,Major,0.0285,171.997,0.444
84304,Dance,5 Seconds of Summer,Youngblood - R3HAB Remix,2vIzH4NfFGoJHA5rn1dFWT,,0.0312,0.425,150528,0.771,0,G,0.165,-4.293,Minor,0.0629,142.034,0.213
84305,Folk,Tom Rosenthal,Hugging You - Acoustic,7io1erAh1tMxG5VMBC8rVw,,0.957,0.4,233557,0.037,0.0000422,G#,0.0964,-20.456,Major,0.0503,77.936,0.316
84306,World,Jesus Culture,One Thing Remains - Live,29YUMVIUxuMi2QtK6sg0lI,,0.000655,0.241,520053,0.912,0.00207,B,0.717,-5.751,Major,0.0765,143.989,0.149
84307,Indie,Bad Suns,Maybe We're Meant To Be Alone,6wjb6rlWb4P8NRcZpP17UJ,,0.17,0.69,205373,0.621,0.00000976,D#,0.064,-8.285,Major,0.0256,124.052,0.401
84308,Hip-Hop,Hopsin,False Advertisement,1o0EzsBSHobtC9LjtqtF6e,,0.00427,0.753,275504,0.529,0.0000717,B,0.273,-7.712,Major,0.105,126.965,0.0537
84309,Dance,Miley Cyrus,Who Owns My Heart,4buvG5Kmstm8UMjSgUrv2X,,0.0203,0.558,214853,0.841,0,A,0.0867,-4.917,Minor,0.139,135.937,0.408
84310,Alternative,Four Year Strong,Go Down in History,2axAqRd2SSKmbA6fTuoRzM,,0.0000604,0.505,219763,0.985,0.0000102,F,0.351,-4.401,Major,0.119,119.993,0.243
84311,Children’s Music,Nothing But Thieves,Afterlife,6ek0XS2AUbzrHS0B5wPNcU,,0.469,0.462,283613,0.54,0.00257,B,0.0794,-8.867,Minor,0.03,174.026,0.232
84312,Alternative,Black Pistol Fire,Level,7MF8YHMgxCM4nVHCckAn6U,,0.0182,0.56,200737,0.818,0,F#,0.179,-4.873,Minor,0.0457,136.025,0.398
84313,Hip-Hop,Tech N9ne,Straight Out the Gate,4hsncV3bzuB83dBJcnSCBl,,0.0215,0.563,250360,0.754,0,C#,0.653,-6.252,Major,0.0601,164.076,0.169
84314,Alternative,Hollywood Undead,Medicine,51FVn0j4WItN6OFKiqdM5j,,0.000314,0.531,206613,0.883,0.00483,E,0.253,-7.231,Minor,0.0776,179.862,0.662
84315,Dance,Galantis,Salvage (Up All Night) [feat.Poo Bear],2Xa9noXOlgoqSyDYAlwKs1,,0.0264,0.649,197187,0.851,0.000179,G,0.101,-2.718,Major,0.0425,121.953,0.262
84316,Hip-Hop,Young Thug,Gain Clout,4EgL00l7AjD7mWuW4JMJ7r,,0.000377,0.785,125467,0.581,0.0108,D,0.25,-9.95,Major,0.156,172.014,0.254
84317,Rock,U2,Desire,4D01oA1mGouaAT7fubvKRT,,0.000212,0.49,179360,0.827,0.00406,G#,0.112,-9.481,Major,0.0482,108.577,0.626
84318,Indie,gianni & kyle,5 shots,303CrEPtIMzTxCOfdZBEzL,,0.135,0.919,181710,0.45,0,C#,0.0577,-5.737,Major,0.0688,91.976,0.448
84319,Alternative,Radiohead,Nude,5k7VKj1Xwy5DjO4B0PdAOb,,0.833,0.537,255387,0.342,0.6,E,0.0856,-9.785,Major,0.0338,128.331,0.156
84320,Jazz,George Benson,In Your Eyes,1nHN3m6EzCzKAmDgwoLBMD,,0.703,0.547,200640,0.243,0,A,0.163,-16.039,Major,0.0321,134.077,0.292
84321,Blues,Royal Blood,Lights Out,1060gzllf4b0UETAXisR5l,,0.000127,0.501,236427,0.824,0.000311,C,0.0922,-7.25,Major,0.0413,89.972,0.57
84322,R&B,pH-1,Hate You,7hjkQeSg7KmBSHgnbtlaXE,,0.299,0.842,237049,0.569,0,C#,0.151,-6.011,Major,0.172,132.018,0.652
84323,R&B,dvsn,SEPT 5TH,79FMVy7Jjfu2igaxm5cy9F,,0.0595,0.442,236500,0.573,0.0402,G,0.269,-6.314,Major,0.0548,130.976,0.122
84324,Hip-Hop,Eminem,Good Guy (feat. Jessie Reyez),4g32MdRoqwGKQd3NXIRhpU,,0.244,0.696,142192,0.634,0,A,0.437,-6.918,Minor,0.281,89.973,0.728
84325,Hip-Hop,Jeezy,Bout That,2fSbp8VMrsGC9pjaYSmSJV,,0.128,0.75,226560,0.601,0,F,0.0872,-4.338,Major,0.325,77.456,0.367
84326,Folk,The War On Drugs,An Ocean In Between The Waves,4Rw5ErjPrtzAa4lJz4KfxM,,0.0117,0.463,431747,0.827,0.425,F,0.504,-6.683,Major,0.0307,166.688,0.809
84327,Country,Dan Davidson,Found,38qMfkJhUDc00rYv7hgPgw,,0.0126,0.599,194182,0.796,0,A#,0.429,-4.706,Major,0.0363,109.99,0.85
84328,Alternative,Weezer,Thank God For Girls,5uywMR3hTeVPoWaFDSliJb,,0.0474,0.559,210187,0.876,0,E,0.0734,-6.479,Minor,0.0495,95.07,0.4
84329,Alternative,Poolside,And The Sea,1tVOayhEwNNkD7eKgYRLvS,,0.354,0.718,274690,0.764,0.789,C,0.109,-8.064,Minor,0.0454,110.007,0.913
84330,Hip-Hop,Eminem,Kill You,5eGEc27nnhtmcOh6RC890a,,0.154,0.807,264400,0.561,0.0000548,B,0.302,-8.187,Major,0.437,107.092,0.672
84331,Folk,Local Natives,Coins,53I7CviVHhNYEKth717RLG,,0.0578,0.566,237693,0.576,0,F,0.0523,-4.859,Major,0.0365,138.045,0.607
84332,Hip-Hop,Meek Mill,Bad for You (feat. Nicki Minaj),0HVba4HUwHnGlkHNitXMEL,,0.378,0.68,203573,0.571,0,G#,0.103,-7.054,Major,0.222,145.021,0.0911
84333,Indie,Ben Rector,Drive,1Yqovy9hlOeV91IY3Bhcf2,,0.0146,0.565,197387,0.857,0,D,0.0606,-4.519,Major,0.0384,126.072,0.632
84334,Hip-Hop,Kevin Gates,Let It Sing,090R9OdFMbQQksvwuXmNEY,,0.0392,0.737,195456,0.728,0,F,0.159,-5.498,Minor,0.402,144.964,0.587
84335,Soul,ASTN,Weekend Friend,3MVhGLMEHKILhgObs7gvV9,,0.358,0.745,178782,0.514,0,F,0.195,-12.142,Minor,0.203,115.013,0.392
84336,Electronic,Thom Yorke,Has Ended,2xOeyBcuqe7fCQc0WSDcFf,,0.693,0.54,296431,0.42,0.857,C,0.211,-10.176,Major,0.0336,121.013,0.11
84337,Folk,First Aid Kit,Nothing Has to Be True,6RLCQkGIeLR7aoaozvheNT,,0.086,0.54,300973,0.333,0.0000359,D,0.183,-8.76,Major,0.0332,119.944,0.253
84338,Hip-Hop,Lilo Key,Strange Thangs,2GBRw0KGKoImCpiK6tDSD2,,0.185,0.555,188848,0.755,0,C#,0.111,-6.441,Major,0.345,88.163,0.202
84339,Pop,John Mayer,You're Gonna Live Forever in Me,51lPx6ZCSalL2kvSrDUyJc,,0.983,0.538,190013,0.131,0.00522,G,0.156,-14.104,Major,0.0316,136.149,0.32
84340,Children’s Music,FEVER 333,Made An America,0Q6AD7e7d9tpN1dXL4qh5P,,0.000399,0.479,173327,0.926,0.0022,D#,0.179,-4.226,Minor,0.0893,175.994,0.673
84341,Alternative,Weezer,Pink Triangle,6qQGxKyy6LcyZVsWn93lyS,,0.0118,0.282,238600,0.894,0,F#,0.347,-4.834,Major,0.0822,118.809,0.466
84342,R&B,Kandi,Don't Think I'm Not,487Dyzs7Xbbk4hIWYyYT80,,0.0661,0.859,243533,0.622,0,B,0.0394,-8.196,Major,0.0445,134.007,0.433
84343,Folk,Henry Jamison,Ether Garden,6WsgELUOvr9rf3XWolZYjc,,0.877,0.603,167733,0.197,0.000892,C#,0.103,-15.243,Major,0.0295,98.995,0.375
84344,Hip-Hop,Future,My Collection,0526DaOuV7mRlPKxhMSJKw,,0.729,0.697,255556,0.459,0.00000835,G#,0.0971,-8.498,Minor,0.448,80.085,0.409
84345,Folk,Billy Lockett,Fading Into Grey,0rDSXB4Alsa1vEAESzeZ3h,,0.756,0.532,218680,0.616,0.0000237,B,0.215,-6.306,Major,0.0393,153.95,0.444
84346,Electronic,The Stone Roses,Love Spreads,6JvEXmRh3l2acBzvqavgT9,,0.00265,0.435,347093,0.88,0.0014,D,0.436,-8.451,Major,0.0448,91.116,0.593
84347,Dance,Dua Lipa,Want To,5fK0Q3j2iUcQtiRDXlPW0K,,0.0788,0.572,211818,0.691,0.000132,G#,0.0619,-4.783,Minor,0.123,92.082,0.318
84348,Hip-Hop,Pi’erre Bourne,Honeyberry,3qETyIiVCJn9krs3wwDhSY,,0.303,0.507,206910,0.403,0.254,F#,0.109,-9.535,Minor,0.136,144.086,0.204
84349,Alternative,Barns Courtney,"""99""",6YQUuoMnRIMaOmouYoMfQr,,0.00598,0.552,199413,0.804,0,G#,0.111,-4.299,Major,0.0303,95.98,0.714
84350,World,Hillsong Worship,No Other Name - Live,51AbDalUWkxCB1N0NZ3nU1,,0.00564,0.358,440253,0.613,0,G,0.146,-6.452,Major,0.0308,148.002,0.0481
84351,Soundtrack,Alexandre Desplat,Elisa's Theme,0Cr1H8kCXN5qBAQCHYtVGu,,0.988,0.569,156467,0.169,0.764,A#,0.098,-17.697,Major,0.032,90.001,0.291
84352,Country,Haley & Michaels,Giving It All (To You),4dQCgHy1lh24ystDObYXDB,,0.771,0.636,234333,0.32,0,A,0.117,-9.953,Major,0.028,114.337,0.2
84353,Ska,The Interrupters,She Got Arrested,2MWC3IWfhh3IteOUPbtogB,,0.0165,0.623,205723,0.917,0.0000257,A#,0.0915,-3.108,Major,0.0533,91.477,0.927
84354,Pop,Jesse & Joy,Te Esperé,6SFtimpTgM5wdYqTalvtFy,,0.148,0.592,215990,0.692,0.00000127,C,0.235,-5.525,Major,0.0298,126.056,0.274
84355,Alternative,Bush,Glycerine,7wpYSigAhQeZp3cdsMQ3Af,,0.0371,0.437,266493,0.337,0.000946,F,0.0981,-11.439,Major,0.0326,114.239,0.0784
84356,Jazz,Nancy Wilson,The Masquerade Is Over,1jf3wYtynxiPOdhqAp3cUN,,0.909,0.341,258107,0.0446,0.00785,A#,0.157,-18.109,Major,0.0348,174.365,0.128
84357,Pop,Jimmie Allen,Make Me Want To,0AYbVoeF03NYhM0fvKjAuU,,0.0793,0.519,172280,0.872,0,D,0.111,-3.212,Major,0.0616,179.965,0.74
84358,Alternative,Volbeat,Black Rose,1Po4pby30EDHDFUKGE9hgJ,,0.0091,0.488,235307,0.884,0.00000566,E,0.0839,-3.832,Major,0.0543,161.957,0.495
84359,Indie,Anna Of The North,Sway - Chainsmokers Remix,08qjPXZBdEyif5PxU2AY9S,,0.0555,0.673,180571,0.795,0.0111,D,0.117,-6.21,Major,0.0309,105.025,0.437
84360,Dance,JoJo,How to Touch a Girl - 2018,0ytynNx7n0VABSM0BRi2l8,,0.118,0.563,269400,0.546,0,F#,0.32,-4.993,Major,0.0366,120.798,0.169
84361,Jazz,Birocratic,Sleepyface,0J1vHScmNyuns9tMlcYvRy,,0.116,0.617,195227,0.748,0.782,D,0.0707,-8.289,Major,0.0638,98.016,0.352
84362,Hip-Hop,Tee Grizzley,Lost and Found (feat. YNW Melly),4b6JWEZfAz9UPQBQaFkCPQ,,0.0684,0.907,159833,0.683,0.00000718,F,0.0834,-8.079,Major,0.349,89.983,0.342
84363,Alternative,Passion,"God, You’re So Good - Live",3AHWbUsTaYecnT4aTEU0ut,,0.289,0.201,426573,0.342,0,A#,0.0951,-7.137,Major,0.0308,139.319,0.06
84364,Folk,Lykke Li,hard rain,069LHKgjOwo1sXUztAPHIj,,0.678,0.489,210982,0.343,0.0000018,D,0.0516,-9.991,Major,0.0389,72.074,0.109
84365,Alternative,Julieta Venegas,Eres para Mí (with Anita Tijoux),4m3vLNZkFAjm30XxPXf7E3,,0.0701,0.8,192760,0.685,0.00000622,F#,0.278,-5.841,Minor,0.0778,96.986,0.899
84366,Hip-Hop,Fetty Wap,D.A.M.,1QsILO369FaBdl6V9YNFGl,,0.00752,0.697,225867,0.676,0,G,0.0898,-3.51,Minor,0.0395,136.01,0.372
84367,Classical,Antonio Vivaldi,"The Four Seasons - Violin Concerto in G Minor, RV 315, ""L'estate"" (Summer): I. Allegro non molto",1g4eJ28gfl9zEjsDKkkrij,,0.756,0.312,325787,0.126,0.0166,G,0.095,-19.108,Minor,0.0452,141.565,0.068
84368,Hip-Hop,KILLY,Forecast,4w2t054I46rM21oe3y5Qas,,0.0329,0.69,157947,0.491,0,C#,0.163,-7.01,Minor,0.095,164.894,0.458
84369,Pop,Elle King,America's Sweetheart,2NcstvY8H9PVQ0DMNGHckh,,0.0208,0.528,245547,0.928,0.00000569,C#,0.376,-3.925,Major,0.0664,128.009,0.399
84370,R&B,Jorja Smith,Blue Lights (French Remix),2is3sT9juWji2uUZk63g5E,,0.69,0.57,264471,0.718,0,G,0.115,-6.079,Major,0.307,91.7,0.48
84371,Indie,Modern Baseball,Pothole,3gs07rQObBdUS5p7PaxZEH,,0.867,0.644,156011,0.301,0.000141,C#,0.107,-9.8,Major,0.0384,119.508,0.346
84372,Ska,NOFX,Linoleum,4uB28m7RAflobYpnLMb6A2,,0.0000332,0.18,130267,0.934,0.000551,E,0.0702,-8.699,Major,0.115,197.043,0.433
84373,Alternative,Chris Tomlin,Amazing Grace (My Chains Are Gone),5W9Al2ewPfzbWHOV2BAtBR,,0.833,0.471,267067,0.164,0,G,0.101,-10.879,Major,0.0324,125.242,0.17
84374,Reggaeton,Arcangel,"Rosè (feat. Mambo Kingz, DJ Luian & Bf)",3OnzQ26rdbrgBOXWQk1taC,,0.239,0.718,247273,0.675,0,G#,0.132,-7.022,Major,0.258,132.048,0.428
84375,Alternative,Collective Soul,Shine,6emdJW80SbDBMuHci8PJJn,,0.294,0.54,306040,0.423,0.0884,F#,0.152,-8.799,Major,0.0283,150.135,0.353
84376,R&B,Big Sean,Big Bidness (& Metro Boomin),42XnD59SFcomCJu55EPhqJ,,0.123,0.657,273027,0.579,0,G,0.102,-10.463,Minor,0.275,84.985,0.146
84377,Rock,Iron Maiden,The Trooper - 2015 Remaster,1Ab3hhOw1TJWDgO10vlxNZ,,0.0318,0.285,252733,0.908,0.00909,E,0.311,-4.601,Minor,0.0705,159.756,0.669
84378,Hip-Hop,Kodak Black,Gnarly (feat. Lil Pump),40Rpg3LkZwwzuHJ3GdjMma,,0.469,0.764,186403,0.784,0,A#,0.123,-4.003,Minor,0.0833,144.981,0.51
84379,Hip-Hop,Baka Not Nice,Dope Game,20BSdaBpIUvUv6PUvqJN8l,,0.0423,0.84,219429,0.539,0.00000134,G,0.124,-6.146,Major,0.0965,140.016,0.07
84380,Alternative,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,,0.301,0.702,207455,0.659,0.00201,E,0.218,-6.766,Minor,0.13,79.64,0.843
84381,Children’s Music,JEFFE,Oh Dear,3uwJ3HLp0FtMuYmwYDHt4R,,0.272,0.707,208604,0.497,0.000252,G#,0.275,-9.282,Major,0.0721,135.079,0.634
84382,Reggae,Damian Marley,Still Searching,372wpFKwnTJdVEEIJaFQfu,,0.173,0.763,304707,0.838,0,F#,0.204,-5.171,Major,0.123,92.045,0.785
84383,Blues,Small Faces,Itchycoo Park (2012 Mono Remaster),4P9qbRFA26qtfZNLCwizwH,,0.58,0.613,166680,0.555,0.00000164,A,0.119,-9.801,Major,0.072,127.267,0.556
84384,Jazz,Nina Simone,Ne Me Quitte Pas,0Xh3WyHlIp4W4o0nmXxVAv,,0.944,0.352,214533,0.244,0.0000318,E,0.129,-11.629,Minor,0.0466,82.692,0.233
84385,Country,Maren Morris,The Bones,7g9YrTuImvIkpS9uveKdCO,,0.279,0.612,197293,0.57,0,B,0.0963,-6.642,Minor,0.0347,77.004,0.335
84386,Electronic,The Stone Roses,Ten Storey Love Song,0se4Vq1NigeLfnnd8xI91p,,0.00349,0.403,269867,0.806,0.0042,D,0.248,-6.924,Major,0.0381,100.579,0.243
